INFO:RBM:mean squared error: 0.256040
INFO:RBM:mean squared error: 0.163987
INFO:RBM:mean squared error: 0.135650
INFO:RBM:mean squared error: 0.122429
INFO:RBM:mean squared error: 0.114298
INFO:RBM:mean squared error: 0.108790
INFO:RBM:mean squared error: 0.104480
INFO:RBM:mean squared error: 0.101122
INFO:RBM:mean squared error: 0.098289
INFO:RBM:mean squared error: 0.095999
INFO:RBM:mean squared error: 0.093883
INFO:RBM:mean squared error: 0.092121
INFO:RBM:mean squared error: 0.090463
INFO:RBM:mean squared error: 0.088988
INFO:RBM:mean squared error: 0.087828
INFO:RBM:mean squared error: 0.086725
INFO:RBM:mean squared error: 0.085593
INFO:RBM:mean squared error: 0.084781
INFO:RBM:mean squared error: 0.083888
INFO:RBM:mean squared error: 0.083172
INFO:RBM:mean squared error: 0.082503
INFO:RBM:mean squared error: 0.081813
INFO:RBM:mean squared error: 0.081358
INFO:RBM:mean squared error: 0.080790
INFO:RBM:mean squared error: 0.080300
INFO:RBM:mean squared error: 0.079845
INFO:RBM:mean squared error: 0.079332
INFO:RBM:mean squared error: 0.079051
INFO:RBM:mean squared error: 0.078691
INFO:RBM:mean squared error: 0.078241
INFO:RBM:mean squared error: 0.077996
INFO:RBM:mean squared error: 0.077638
INFO:RBM:mean squared error: 0.077453
INFO:RBM:mean squared error: 0.077101
INFO:RBM:mean squared error: 0.076870
INFO:RBM:mean squared error: 0.076628
INFO:RBM:mean squared error: 0.076357
INFO:RBM:mean squared error: 0.076154
INFO:RBM:mean squared error: 0.075967
INFO:RBM:mean squared error: 0.075739
INFO:RBM:mean squared error: 0.075527
INFO:RBM:mean squared error: 0.075413
INFO:RBM:mean squared error: 0.075250
INFO:RBM:mean squared error: 0.075036
INFO:RBM:mean squared error: 0.074899
INFO:RBM:mean squared error: 0.074703
INFO:RBM:mean squared error: 0.074595
INFO:RBM:mean squared error: 0.074478
INFO:RBM:mean squared error: 0.074319
INFO:RBM:mean squared error: 0.074262
INFO:RBM:mean squared error: 0.074039
INFO:RBM:mean squared error: 0.074016
INFO:RBM:mean squared error: 0.073874
INFO:RBM:mean squared error: 0.073720
INFO:RBM:mean squared error: 0.073605
INFO:RBM:mean squared error: 0.073480
INFO:RBM:mean squared error: 0.073480
INFO:RBM:mean squared error: 0.073355
INFO:RBM:mean squared error: 0.073312
INFO:RBM:mean squared error: 0.073183
INFO:RBM:mean squared error: 0.073103
INFO:RBM:mean squared error: 0.073036
INFO:RBM:mean squared error: 0.072927
INFO:RBM:mean squared error: 0.072863
INFO:RBM:mean squared error: 0.072824
INFO:RBM:mean squared error: 0.072721
INFO:RBM:mean squared error: 0.072631
INFO:RBM:mean squared error: 0.072628
INFO:RBM:mean squared error: 0.072433
INFO:RBM:mean squared error: 0.072398
INFO:RBM:mean squared error: 0.072407
INFO:RBM:mean squared error: 0.072342
INFO:RBM:mean squared error: 0.072196
INFO:RBM:mean squared error: 0.072152
INFO:RBM:mean squared error: 0.072103
INFO:RBM:mean squared error: 0.072082
INFO:RBM:mean squared error: 0.072090
INFO:RBM:mean squared error: 0.071999
INFO:RBM:mean squared error: 0.071950
INFO:RBM:mean squared error: 0.071854
INFO:RBM:mean squared error: 0.071894
INFO:RBM:mean squared error: 0.071819
INFO:RBM:mean squared error: 0.071735
INFO:RBM:mean squared error: 0.071681
INFO:RBM:mean squared error: 0.071649
INFO:RBM:mean squared error: 0.071629
INFO:RBM:mean squared error: 0.071595
INFO:RBM:mean squared error: 0.071581
INFO:RBM:mean squared error: 0.071492
INFO:RBM:mean squared error: 0.071513
INFO:RBM:mean squared error: 0.071466
INFO:RBM:mean squared error: 0.071344
INFO:RBM:mean squared error: 0.071387
INFO:RBM:mean squared error: 0.071328
INFO:RBM:mean squared error: 0.071310
INFO:RBM:mean squared error: 0.071263
INFO:RBM:mean squared error: 0.071315
INFO:RBM:mean squared error: 0.071239
INFO:RBM:mean squared error: 0.071256
INFO:RBM:mean squared error: 0.071236
INFO:RBM:mean squared error: 0.071182
INFO:RBM:mean squared error: 0.071100
INFO:RBM:mean squared error: 0.071141
INFO:RBM:mean squared error: 0.071105
INFO:RBM:mean squared error: 0.071106
INFO:RBM:mean squared error: 0.071024
INFO:RBM:mean squared error: 0.071006
INFO:RBM:mean squared error: 0.071018
INFO:RBM:mean squared error: 0.070994
INFO:RBM:mean squared error: 0.070940
INFO:RBM:mean squared error: 0.070966
INFO:RBM:mean squared error: 0.070912
INFO:RBM:mean squared error: 0.070886
INFO:RBM:mean squared error: 0.070847
INFO:RBM:mean squared error: 0.070871
INFO:RBM:mean squared error: 0.070858
INFO:RBM:mean squared error: 0.070772
INFO:RBM:mean squared error: 0.070833
INFO:RBM:mean squared error: 0.070812
INFO:RBM:mean squared error: 0.070802
INFO:RBM:mean squared error: 0.070718
INFO:RBM:mean squared error: 0.070696
INFO:RBM:mean squared error: 0.070816
INFO:RBM:mean squared error: 0.070741
INFO:RBM:mean squared error: 0.070799
INFO:RBM:mean squared error: 0.070687
INFO:RBM:mean squared error: 0.070687
INFO:RBM:mean squared error: 0.070719
INFO:RBM:mean squared error: 0.070688
INFO:RBM:mean squared error: 0.070628
INFO:RBM:mean squared error: 0.070682
INFO:RBM:mean squared error: 0.070701
INFO:RBM:mean squared error: 0.070594
INFO:RBM:mean squared error: 0.070663
INFO:RBM:mean squared error: 0.070548
INFO:RBM:mean squared error: 0.070636
INFO:RBM:mean squared error: 0.070540
INFO:RBM:mean squared error: 0.070571
INFO:RBM:mean squared error: 0.070523
INFO:RBM:mean squared error: 0.070595
INFO:RBM:mean squared error: 0.070526
INFO:RBM:mean squared error: 0.070480
INFO:RBM:mean squared error: 0.070488
INFO:RBM:mean squared error: 0.070538
INFO:RBM:mean squared error: 0.070498
INFO:RBM:mean squared error: 0.070490
INFO:RBM:mean squared error: 0.070573
INFO:RBM:mean squared error: 0.070524
INFO:RBM:mean squared error: 0.070485
INFO:RBM:mean squared error: 0.070493
INFO:RBM:mean squared error: 0.070481
INFO:RBM:mean squared error: 0.070491
INFO:RBM:mean squared error: 0.070466
INFO:RBM:mean squared error: 0.070464
INFO:RBM:mean squared error: 0.070426
INFO:RBM:mean squared error: 0.070443
INFO:RBM:mean squared error: 0.070479
INFO:RBM:mean squared error: 0.070428
INFO:RBM:mean squared error: 0.070461
INFO:RBM:mean squared error: 0.070392
INFO:RBM:mean squared error: 0.070449
INFO:RBM:mean squared error: 0.070394
INFO:RBM:mean squared error: 0.070435
INFO:RBM:mean squared error: 0.070448
INFO:RBM:mean squared error: 0.070388
INFO:RBM:mean squared error: 0.070384
INFO:RBM:mean squared error: 0.070433
INFO:RBM:mean squared error: 0.070385
INFO:RBM:mean squared error: 0.070355
INFO:RBM:mean squared error: 0.070376
INFO:RBM:mean squared error: 0.070365
INFO:RBM:mean squared error: 0.070414
INFO:RBM:mean squared error: 0.070373
INFO:RBM:mean squared error: 0.070383
INFO:RBM:mean squared error: 0.070288
INFO:RBM:mean squared error: 0.070352
INFO:RBM:mean squared error: 0.070429
INFO:RBM:mean squared error: 0.070295
INFO:RBM:mean squared error: 0.070352
INFO:RBM:mean squared error: 0.070268
INFO:RBM:mean squared error: 0.070365
INFO:RBM:mean squared error: 0.070333
INFO:RBM:mean squared error: 0.070343
INFO:RBM:mean squared error: 0.070381
INFO:RBM:mean squared error: 0.070369
INFO:RBM:mean squared error: 0.070381
INFO:RBM:mean squared error: 0.070370
INFO:RBM:mean squared error: 0.070401
INFO:RBM:mean squared error: 0.070361
INFO:RBM:mean squared error: 0.070283
INFO:RBM:mean squared error: 0.070369
INFO:RBM:mean squared error: 0.070351
INFO:RBM:mean squared error: 0.070321
INFO:RBM:mean squared error: 0.070297
INFO:RBM:mean squared error: 0.070358
INFO:RBM:mean squared error: 0.070321
INFO:RBM:mean squared error: 0.070253
INFO:RBM:mean squared error: 0.070318
INFO:RBM:mean squared error: 0.070369
INFO:RBM:mean squared error: 0.070400
INFO:RBM:mean squared error: 0.070357
INFO:RBM:mean squared error: 0.070383
INFO:RBM:mean squared error: 0.070342
INFO:RBM:mean squared error: 0.070372
INFO:RBM:mean squared error: 0.070343
INFO:RBM:mean squared error: 0.070343
INFO:RBM:mean squared error: 0.070354
INFO:RBM:mean squared error: 0.070320
INFO:RBM:mean squared error: 0.070357
INFO:RBM:mean squared error: 0.070365
INFO:RBM:mean squared error: 0.070324
INFO:RBM:mean squared error: 0.070375
INFO:RBM:mean squared error: 0.070333
INFO:RBM:mean squared error: 0.070374
INFO:RBM:mean squared error: 0.070425
INFO:RBM:mean squared error: 0.070364
INFO:RBM:mean squared error: 0.070325
INFO:RBM:mean squared error: 0.070419
INFO:RBM:mean squared error: 0.070403
INFO:RBM:mean squared error: 0.070392
INFO:RBM:mean squared error: 0.070364
